idname,roottype,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14
243,primaryroot,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1.34819277,2.558804,2.4183117,2.5016495,2.6296472,2.89637253,3.66737526,4.43577154,4.25064284,4.7725319,5.49805204,5.2960815,5.29388805,5.1337566
243,sum_root,2,2,2,2,2,7,7,7,7,7,7,7,7,7,1.34819277,2.558804,2.4183117,2.5016495,2.6296472,3.885284615,6.08949706,8.03590752,8.09377886,8.8398332,9.7839123,9.79448196,9.83981082,9.44680243
243,Lateralroot,0,0,0,0,0,0,0,0,0,1,2,6,6,6,0,0,0,0,0,0,0,0,0,0.13973278,0.32315923,1.564222604,2.49467627,2.49467627
243,primaryroot,1,1,2,3,3,3,3,3,3,3,3,3,3,3,1.7236375,2.1048381,2.2936097,2.77883088,4.1938168,5.5057234,7.1520016,9.0347347,9.7975612,9.0878193,9.1784159,8.8477935,8.9569388,8.9569388
243,sum_root,1,1,2,3,3,3,3,3,3,4,5,9,9,0,1.7236375,2.1048381,2.2936097,2.77883088,4.1938168,5.5057234,7.1520016,9.0347347,9.7975612,9.22755208,9.50157513,10.4120161,11.45161507,0
245,Lateralroot,0,0,1,5,20,20,21,21,21,24,24,24,24,28,0,0,0.13424912,1.89772951,8.246903813,10.50245721,11.66679247,14.5708665,14.74880585,15.28820178,15.96313492,15.66689549,16.2,17.27202729
245,primaryroot,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.1557934,5.8734913,7.9272275,8.801391,9.358783,9.914987,10.40208,10.396302,10.998508,11.065785,11.5,10.855831
245,sum_root,0,0,2,6,21,21,22,22,22,25,25,25,0,29,0,0,1.29004252,7.77122081,16.17413131,19.30384821,21.02557547,24.4858535,25.15088585,25.68450378,26.96164292,26.73268049,27.43026939,28.12785829
246,Lateralroot,0,0,0,3,6,8,9,22,23,31,32,41,41,46,0,0,0,0.31569887,1.90139012,2.42061528,4.258340575,14.58932552,22.28828167,41.05472057,44.69307601,59.721744,62.41374966,97.91717448
246,primaryroot,0,0,1,2,2,3,3,4,4,5,6,7,7,7,0,0,0.4888425,3.2604534,4.5239249,5.662448,7.7617996,10.830417,12.0941072,14.86316003,12.45167875,18.33144345,17.2615833,21.78076934
246,sum_root,0,0,1,5,8,11,12,26,27,36,38,48,47,53,0,0,0.4888425,3.57615227,6.42531502,8.08306328,12.02014018,25.41974252,34.38238887,55.9178806,57.14475476,78.05318745,79.67533296,119.6979438
247,Lateralroot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06898689,0.10071664,0.11461285,0.11578499,0.12847988,0.13265812,0.13965029,0.13965029,0.13965029,0.13965029,0.13965029,0.13965029,0.13965029,0.13965029
247,primaryroot,2,3,3,4,4,4,4,4,4,4,4,4,4,4,1.12114003,1.8156527,2.0249834,2.32947729,2.50609376,2.81245641,2.58077551,2.58077551,2.58077551,2.58077551,2.58077551,2.58077551,2.58077551,2.58077551
247,sum_root,3,4,4,5,5,5,5,0,0,0,0,0,0,0,1.19012692,1.91636934,2.13959625,2.44526228,2.63457364,2.94511453,2.7204258,0,0,0,0,0,0,0
247,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,primaryroot,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0.06958559,0.079259254,0.06645821,0.086737107,0.22213882,0.22393937,0.2353642,0.2353642,0.2353642,0.2353642,0.2353642,0.2353642,0.2353642,0.2353642
247,sum_root,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0.06958559,0.079259254,0.06645821,0.086737107,0.22213882,0.22393937,0.2353642,0,0,0,0,0,0,0
248,Lateralroot,0,0,0,0,1,3,3,3,3,3,3,3,3,4,0,0,0,0,0.41990882,1.95379101,3.0140746,4.4700235,5.4255655,6.1906144,7.6345932,8.5746971,8.7434494,9.03037843
248,primaryroot,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.713985116,4.77921171,5.32996825,4.71771333,6.21429546,6.85429251,7.63352256,9.26475588,10.2807031,11.8533393,12.02591842,13.253175,13.46910243,14.85266185
248,sum_root,5,5,5,5,6,9,8,8,8,8,8,8,8,9,4.713985116,4.77921171,5.32996825,4.71771333,6.63420428,8.80808352,10.64759716,13.73477938,15.7062686,18.0439537,19.66051162,21.8278721,22.21255183,23.88304028
248,Lateralroot,0,0,0,1,1,3,3,3,5,6,6,6,6,7,0,0,0,0.13137853,0.5425118,0.802055566,2.9975849,3.26179735,3.783060904,5.17923764,4.506116563,6.082510505,6.09,5.692934384
248,primaryroot,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4.18915568,4.03876566,4.23111968,4.33270414,4.1464238,5.4491718,5.94127794,11.836304,13.449605,14.77418551,15.58650884,16.24159667,16.6,17.38659672
248,sum_root,4,4,4,6,6,7,6,8,10,11,11,11,0,12,4.18915568,4.03876566,4.23111968,4.46408267,4.6889356,6.251227366,8.93886284,15.09810135,17.2326659,19.95342315,20.0926254,22.32410718,22.70181914,23.0795311
255,Lateralroot,0,0,0,0,0,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0.37115994,1.7863266,1.8397175,0.9477274,1.2315847,1.88522102,1.88522102
255,primaryroot,3,4,6,6,6,6,6,6,6,6,6,6,6,6,1.18126676,1.114908774,1.474918756,1.47301945,5.49792939,8.24937594,13.03131205,17.43605466,20.20567763,25.91200125,30.2567234,31.9057763,33.47874704,33.47874704
255,sum_root,3,4,6,6,6,7,7,7,7,7,7,7,11,0,1.18126676,1.114908774,1.474918756,1.47301945,5.49792939,8.24937594,13.03131205,17.8072146,21.99200423,27.75171875,31.2044508,33.137361,35.36396806,0
255,Lateralroot,1,1,1,3,4,4,4,4,4,5,5,7,10,13,0.11324272,0.11162142,0.5559281,2.10568769,4.35570387,4.39579245,9.63118925,12.03259971,13.00803335,6.00657986,6.2726865,12.33709905,9.87814838,19.03957664
255,primaryroot,4,4,4,4,4,4,4,4,4,5,5,5,5,5,0.98537572,2.61767268,5.66778636,9.70021328,13.16405857,11.40540861,18.08435274,22.59312003,26.68847493,38.7881308,39.91420928,32.09761835,38.65614448,35.66733065
255,sum_root,5,5,5,7,10,8,8,8,8,10,10,12,15,18,1.09861844,2.7292941,6.22371446,11.80590097,17.51976244,15.80120106,27.71554199,34.62571974,39.69650828,44.79471066,46.18689578,44.4347174,48.53429286,54.70690729
255,Lateralroot,0,0,0,0,7,10,18,21,23,24,30,30,30,32,0,0,0,0,0.52486786,0.691430754,1.937987509,3.352500928,2.203127639,3.273564633,4.781521657,5.671214492,7.13238208,7.634421071
255,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.01586522,2.56077737,3.92391625,6.38909064,9.24860926,9.23250203,12.1647517,16.99984836,10.35917627,11.8537412,13.79893484,13.71914332,18.382583,18.26131205
255,sum_root,3,3,3,3,10,13,21,24,26,27,33,33,33,35,2.01586522,2.56077737,3.92391625,6.38909064,9.77347712,9.923932784,14.10273921,20.35234929,12.56230391,15.12730583,18.5804565,19.39035781,25.51496508,25.89573312
255,Lateralroot,0,0,0,0,0,0,2,2,2,3,6,6,8,8,0,0,0,0,0,0,0.18713112,0.155137717,0.15222854,0.229367764,1.386424377,3.284578364,4.090858536,5.096895104
255,primaryroot,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.9860973,0.94375758,0.96732098,0.90936923,3.22198675,5.55718532,8.3585428,10.538489,13.8663099,15.5550526,18.5299059,18.882866,18.9750811
255,sum_root,0,3,3,3,3,3,5,5,5,6,9,9,11,11,0,0.9860973,0.94375758,0.96732098,0.90936923,3.22198675,5.74431644,8.513680517,10.69071754,14.09567766,16.94147698,21.81448426,22.97372454,24.0719762
256,Lateralroot,0,0,0,0,0,1,6,7,7,9,17,18,22,23,0,0,0,0,0,0.05319717,4.09705041,6.44594037,6.20156725,10.31839331,17.85632123,18.62965676,18.72479508,21.03399465
256,primaryroot,0,1,2,3,3,3,3,3,3,3,3,3,3,3,0,0.047711495,3.03738263,6.4236784,6.588569,6.8053546,7.9805444,13.6834888,15.2310991,16.477848,20.7221923,21.9416261,23.1827761,24.2209527
256,sum_root,0,1,2,3,3,4,9,10,10,12,20,21,25,26,0,0.047711495,3.03738263,6.4236784,6.588569,6.85855177,12.07759481,20.12942917,21.43266635,26.79624131,38.57851353,40.57128286,41.90757118,45.25494735
268,Lateralroot,0,0,0,1,6,6,7,7,7,7,7,8,9,9,0,0,0,0.12687667,1.75090955,2.95979836,3.707675566,4.29896331,4.72032684,6.87886823,7.089623385,9.87326396,7.271172704,9.65354327
268,primaryroot,3,3,5,6,7,7,7,7,7,7,7,8,9,10,1.38131719,2.313171,3.13062187,5.19531015,7.89033292,8.68624548,8.82784948,8.80203908,9.28872725,9.63352343,10.6459672,12.22829905,14.30076745,11.58131625
268,sum_root,4,3,5,7,13,15,15,15,14,14,14,16,18,17,1.38131719,2.313171,3.13062187,5.32218682,9.64124247,11.64604384,12.53552505,13.10100239,14.00905409,16.51239166,17.73559059,22.10156301,21.57194015,21.23485952
268,Lateralroot,0,0,0,0,0,1,4,10,11,13,14,14,15,18,0,0,0,0,0,0.111270316,0.74244854,2.572942336,4.075940795,6.838608945,9.332062004,11.75934802,18.40367287,22.28534491
268,primaryroot,4,4,7,8,9,11,11,11,11,11,11,11,11,11,0.324107028,1.321574926,3.111411114,5.0421821,8.82010385,10.74142872,10.7467363,15.35177032,16.10227814,20.86215324,26.79443377,29.17755206,39.14514541,45.7216691
268,sum_root,4,4,7,8,9,13,13,22,22,22,25,25,26,27,0.324107028,1.321574926,3.111411114,5.0421821,8.82010385,10.85269904,11.48918484,17.92471266,20.17821894,27.70076219,36.12649577,40.93690008,57.54881828,68.00701401
268,Lateralroot,0,0,0,2,8,8,10,11,11,11,11,11,12,16,0,0,0,0.44332027,3.42355456,3.32803096,5.31648862,6.5321281,10.01366547,13.64613762,14.7258103,17.90993272,22.64950487,23.10845601
268,primaryroot,5,8,9,9,10,12,12,12,12,12,12,12,12,12,1.91809096,4.17364147,5.81480741,8.10278017,10.58773351,17.45990869,16.1974487,19.6711306,21.42058464,25.03467663,29.72182485,28.79908142,32.52384592,41.38584723
268,sum_root,5,8,9,10,18,20,22,23,23,23,23,23,24,28,1.91809096,4.17364147,5.81480741,8.54610044,14.01128807,20.78793965,21.51393732,26.2032587,31.43425011,38.68081425,44.44763515,46.70901414,55.17335079,64.49430324
272,Lateralroot,0,1,1,1,2,3,5,10,17,21,34,34,37,40,0,0.55120426,0.28606775,1.0188591,2.04525936,2.579918364,5.27239216,4.610494014,5.734886076,11.16739295,16.54901584,23.43368377,28.5,33.53856438
272,primaryroot,3,4,9,11,11,11,11,12,12,12,13,13,13,14,0.64967108,0.87426776,2.53563129,6.25476174,16.06196284,17.5068416,20.52984353,23.87199726,32.37269373,36.868887,40.43122205,59.99381713,60.2,60.58398027
272,sum_root,3,7,10,12,13,15,16,22,29,33,47,47,0,54,0.64967108,1.42547202,2.82169904,7.27362084,18.1072222,20.08675996,25.80223569,28.48249127,38.10757981,48.03627995,56.98023789,83.4275009,88.77502277,94.12254465
273,Lateralroot,0,0,0,0,2,2,6,14,15,23,25,28,28,32,0,0,0,0,0.42851292,0.316359634,1.08193238,6.79837918,6.37814512,20.29285357,27.6637757,30.97041762,30.74609955,35.78422165
273,primaryroot,5,5,5,5,5,6,6,7,7,7,8,8,8,8,0.745332674,2.242368054,5.21617403,8.69005828,15.05420866,18.3410492,20.2660283,22.00322777,26.26505839,46.9072178,46.49755612,53.10319409,57.37147206,60.72121755
273,sum_root,5,5,5,5,7,8,12,21,22,30,33,36,36,40,0.745332674,2.242368054,5.21617403,8.69005828,15.48272158,18.65740883,21.34796068,28.80160695,32.64320351,67.20007137,74.16133182,84.07361171,88.11757161,96.5054392
273,Lateralroot,0,0,0,2,4,5,7,10,14,17,17,18,19,21,0,0,0,0.82851725,3.01600666,3.59224205,4.61353902,12.88383158,11.52729093,15.62788294,16.33200175,15.11663667,16.16605177,16.04733637
273,primaryroot,2,3,3,4,6,6,6,8,8,8,10,10,10,10,0.14369673,0.53165623,2.120642514,5.8127829,8.41727128,11.57112192,12.8808256,22.37245956,31.1432904,37.95002255,37.50216064,45.53953763,46.65024457,56.32158795
273,sum_root,2,3,3,6,10,11,13,18,22,25,27,28,29,31,0.14369673,0.53165623,2.120642514,6.64130015,11.43327794,15.16336397,17.49436462,35.25629114,42.67058133,53.57790549,53.83416239,60.6561743,62.81629634,72.36892432
273,Lateralroot,0,1,2,2,3,6,9,13,18,25,28,28,30,30,0,0,0.54567292,1.04717324,1.76578313,2.08390751,4.080283656,6.38874774,7.6108207,25.21424969,30.71677529,33.16771088,42.14157203,42.14157203
273,primaryroot,2,4,5,6,6,6,6,6,6,6,6,6,6,6,0.98160127,1.68938655,5.23857544,10.17529855,17.60485394,17.41990526,18.43216402,21.4181724,22.15795995,40.82943015,41.9819467,45.54062893,49.27850255,49.27850255
273,sum_root,2,5,7,8,9,12,15,19,24,30,34,33,35,0,0.98160127,1.68938655,5.78424836,11.22247179,19.37063707,19.50381277,22.51244768,27.80692014,29.76878065,66.04367984,72.69872199,78.70833981,91.42007458,0
275,Lateralroot,0,0,0,0,2,4,4,10,16,20,29,29,29,29,0,0,0,0,0.22082372,0.820185562,0.499318571,1.063680289,3.45444398,8.982693949,15.93439649,16.65761516,19.52636315,17.86042161
275,primaryroot,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1.32612642,2.9489438,4.3454668,7.9565866,10.2951491,13.027547,15.0202468,17.56282936,17.38333157,17.496755,16.5973142,16.9693767,17.1305109,17.8725151
275,sum_root,2,2,2,2,4,6,6,13,19,23,32,31,32,32,1.32612642,2.9489438,4.3454668,7.9565866,10.51597282,13.84773256,15.51956537,18.62650965,20.83777555,26.47944895,32.53171069,33.62699186,36.65687405,35.73293671
282,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,primaryroot,1,1,3,4,4,4,4,4,4,4,4,4,4,4,0.21085034,0.24680607,0.50226054,1.05078321,2.2600205,3.1687282,3.35596627,3.36637924,2.94565274,3.09424432,3.59056821,3.66,3.52671819,3.52671819
282,sum_root,1,1,3,4,4,4,4,4,4,4,4,0,4,0,0.21085034,0.24680607,0.50226054,1.05078321,2.2600205,3.1687282,3.35596627,3.36637924,2.94565274,3.09424432,3.59056821,3.5586432,3.52671819,0
282,Lateralroot,0,0,2,3,6,7,7,7,8,8,8,8,8,8,0,0,0.30425782,0.49728601,1.089230005,1.344511493,2.09603303,1.23394867,1.981260515,2.02237389,2.795330396,2.037128755,2.266214866,2.51568162
282,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1.40291012,1.78512825,1.90567117,2.86237306,3.9433004,4.290827,4.0508281,5.22244075,6.1609254,14.25413187,5.70253651,5.1611622,7.0616471
282,sum_root,2,2,4,5,8,9,10,9,10,10,6,10,10,10,0,1.40291012,2.08938607,2.40295718,3.951603065,5.287811893,6.38686003,5.28477677,7.203701265,8.18329929,17.04946227,7.739665265,7.427377066,9.57732872
284,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,primaryroot,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2990323,1.47181028,1.43767353,1.47436676,1.61910427,2.03353906,1.84723058,1.80836179,1.93981662,1.98413988,1.98413988,1.98413988,1.98413988,1.98413988
284,sum_root,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0.2990323,1.47181028,1.43767353,1.47436676,1.61910427,2.03353906,1.84723058,1.80836179,1.93981662,1.98413988,0,0,0,0
284,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,primaryroot,1,2,2,5,5,5,5,5,5,5,5,5,5,5,0.18251249,0.27676714,0.28871713,0.523479226,0.6408652,0.7,0.77725224,1.062834716,0.783322896,0.848968551,0.848968551,0.848968551,0.848968551,0.848968551
284,sum_root,1,2,2,5,6,0,5,5,5,6,0,0,0,0,0.18251249,0.27676714,0.28871713,0.523479226,0.6408652,0.70905872,0.77725224,1.062834716,0.783322896,0.848968551,0,0,0,0
290,Lateralroot,1,2,2,2,4,6,9,9,9,9,14,19,23,34,0.053730544,1.21463698,1.261415293,0.568780576,1.519980499,4.568916096,5.490620117,6.89174165,10.49446795,14.66650596,18.38164829,20.01154257,21.68709884,25.94776083
290,primaryroot,3,3,3,3,3,3,3,3,3,4,5,7,7,7,1.98819312,3.3706984,3.83514614,4.13391356,4.580704,6.6487829,8.1061276,10.4136045,12.8303338,14.776046,15.80756227,21.72254335,22.5439342,23.68069065
290,sum_root,4,5,7,5,7,9,12,12,12,13,19,26,30,41,2.041923664,4.58533538,5.096561433,4.702694136,6.100684499,11.217699,13.59674772,17.30534615,23.32480175,29.44255196,34.18921056,41.73408592,44.23103304,49.62845148
290,Lateralroot,0,0,0,0,3,3,7,10,16,26,37,37,47,47,0,0,0,0,0.82376447,0.663698998,2.539993744,3.541485608,5.989981455,9.643390208,12.76233947,15.62281603,16.04599048,18.58598981
290,primaryroot,3,4,6,7,7,7,7,8,8,8,8,8,8,9,0.167507027,2.09908794,3.08290212,3.98664683,6.52342347,9.22128913,13.87407534,16.49159077,18.33084091,19.51612175,21.5083972,21.96093728,22.20999566,22.94057132
290,sum_root,3,4,6,7,10,10,14,18,24,34,45,56,55,52,0.167507027,2.09908794,3.08290212,3.98664683,7.34718794,9.884988128,16.41406908,20.03307638,24.32082237,29.15951195,34.27073667,37.58375331,38.25598614,41.52656113
290,Lateralroot,0,0,1,3,7,13,14,16,22,22,22,22,22,23,0,0,0.16135663,0.466691644,2.115148042,4.824296943,7.7373226,9.57075773,11.18061971,13.39380516,15.85523388,15.78979694,16.72229022,19.02985003
290,primaryroot,1,3,9,9,9,9,10,10,10,10,10,12,14,14,0.020260543,1.88824028,4.00880555,5.21303479,7.48778753,8.71609452,11.76505101,13.62843198,13.22993104,14.19126016,14.57109303,15.63133651,19.36750909,20.41255727
290,sum_root,1,3,10,12,16,22,24,26,32,31,32,34,36,37,0.020260543,1.88824028,4.17016218,5.679726434,9.602935572,13.54039146,19.50237361,23.19918971,24.41055075,27.58506532,30.42632691,31.42113345,36.08979931,39.4424073
295,Lateralroot,0,0,0,1,6,8,13,21,28,43,60,80,84,103,0,0,0,0.102277376,0.496376966,1.34786742,2.582902941,7.214030197,12.05958336,25.61476765,42.70689007,48.9392959,57.89333889,70.53887733
295,primaryroot,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2.8912099,3.57901198,5.33154173,8.15488215,10.39647807,12.83631471,15.85304643,19.14769805,20.83744513,23.64557338,26.739196,22.94330863,28.37971489,30.0438243
295,sum_root,3,4,4,5,10,12,17,25,32,47,64,84,88,107,2.8912099,3.57901198,5.33154173,8.257159526,10.89285504,14.18418213,18.43594937,26.36172825,32.89702849,49.26034103,69.44608607,71.88260453,86.27305378,100.5827016
295,Lateralroot,0,1,1,1,1,1,1,1,1,6,9,18,18,21,0,0.18150426,0.18150426,0.18150426,0.18150426,0.18150426,0.18150426,0.18150426,0.14972194,3.70321977,8.43157752,16.88307153,20.63639966,28.57806689
295,primaryroot,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.86923254,4.3591576,7.0210332,13.2127659,16.7146621,20.5702717,24.485625,28.9119716,31.7849933,33.5436198,31.828224,33.9357663,40.727454,37.544365
295,sum_root,4,5,5,4,4,4,4,4,5,10,13,22,20,25,1.86923254,4.54066186,9.8011347,13.2127659,16.7146621,20.5702717,24.485625,28.9119716,31.93471524,37.24683957,40.25980152,50.81883783,61.36385366,66.12243189
295,Lateralroot,0,0,0,4,9,20,30,38,38,43,43,50,50,64,0,0,0,0.616854804,3.514360454,7.555303869,14.41640898,26.05290452,34.49894456,51.37444097,54.70193778,67.84441228,70.87995889,80.90618722
295,primaryroot,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5.11840645,6.9267974,9.0497457,9.94494746,11.6573727,13.5055568,14.2870617,15.3418072,16.0363476,19.8637144,24.5371503,22.13619,27.29376845,34.390056
295,sum_root,4,4,4,8,13,24,34,42,41,47,45,52,54,68,5.11840645,6.9267974,9.0497457,10.56180226,15.17173315,21.06086067,28.70347068,41.39471172,50.53529216,71.23815537,79.23908808,89.98060228,98.17372734,115.2962432
301,Lateralroot,0,0,0,4,12,16,19,29,29,43,48,48,48,48,0,0,0,0.404984138,1.838871758,2.557254503,4.238001561,8.310008883,8.331908878,12.51936793,13.59026927,16.54033719,15.22767332,16.4870896
301,primaryroot,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.4489326,2.1747063,3.8885476,6.0421356,7.8356287,10.7091195,13.2288289,16.263773,19.3905167,21.384212,24.391726,27.268357,31.58237,34.176555
301,sum_root,1,2,2,6,14,18,21,34,31,45,50,58,50,50,0.4489326,2.1747063,3.8885476,6.447119738,9.674500458,13.266374,17.46683046,24.57378188,27.72242558,33.90357993,37.98199527,43.80869419,46.81004332,50.6636446
301,Lateralroot,0,0,0,0,8,8,8,15,19,21,26,32,32,32,0,0,0,0,0.896059204,0.98021644,4.35,8.362443554,9.2479639,11.25753187,13.44623986,16.37723521,16.19062598,15.16234155
301,primaryroot,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0.033856113,1.988226924,3.12737914,3.772197796,4.89762552,5.54090615,6.23,7.82343964,7.858353976,9.6263923,10.63727466,12.08738462,13.38874079,15.24714402
301,sum_root,2,4,4,4,12,12,0,19,23,25,30,36,35,30,0.033856113,1.988226924,3.12737914,3.772197796,5.793684724,6.52112259,11.35350289,16.18588319,17.10631788,20.88392417,24.08351452,28.46461983,29.57936677,30.40948557
305,Lateralroot,0,0,0,0,1,1,1,1,2,3,3,3,3,3,0,0,0,0,0.06024234,0.074175835,0.09498753,0.09295794,0.39419373,0.66784434,0.79374251,0.94317223,0.850905636,0.86302053
305,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.64761961,1.16909708,1.9677867,2.39532866,2.93903355,3.22576948,3.4733174,3.76176779,3.6828615,4.51187297,4.4181118,4.77933417,4.45875963,4.7415259
305,sum_root,3,3,3,3,4,4,4,4,5,6,6,6,6,6,0.64761961,1.16909708,1.9677867,2.39532866,2.99927589,3.299945315,3.56830493,3.85472573,4.07705523,5.17971731,5.21185431,5.7225064,5.309665266,5.60454643
305,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,primaryroot,2,3,4,5,6,6,6,6,6,6,6,6,6,6,0.32374557,0.73786333,1.72493827,2.87157714,3.50385798,5.2296312,5.6625681,5.894432,5.98170307,6.38800945,6.6168047,6.23381352,6.65215674,7.02657465
305,sum_root,2,3,4,5,6,6,6,6,6,6,6,6,6,6,0.32374557,0.73786333,1.72493827,2.87157714,3.50385798,5.2296312,5.6625681,5.894432,5.98170307,6.38800945,6.6168047,6.23381352,6.65215674,7.02657465
306,Lateralroot,0,0,0,0,3,7,19,26,28,38,44,49,49,49,0,0,0,0,0,0.78377375,3.739108481,11.47400935,13.91520605,28.80930339,26.53386489,37.4562198,38.45963351,41.38765456
306,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.89097169,2.0470895,2.84384365,4.92590436,8.2420848,12.6435884,16.3946467,18.0047097,19.6781761,20.1737757,23.5872723,22.7116003,24.1870345,24.7205417
306,sum_root,3,3,3,3,6,10,22,29,31,41,47,52,52,50,1.89097169,2.0470895,2.84384365,4.92590436,8.2420848,13.42736215,20.13375518,29.47871905,33.59338215,48.98307909,50.12113719,60.1678201,62.64666801,66.10819626
306,Lateralroot,0,0,0,0,0,0,3,5,6,8,12,12,12,13,0,0,0,0,0,0,0.101922261,0.1004487,0.121734472,0.367617254,0.600257266,1.343004633,1.999441334,3.17762522
306,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.90403544,2.9522645,3.24339678,3.23147868,3.41953523,5.23703166,7.48944167,8.17180648,8.91028483,10.92552157,12.21326164,13.88669233,14.27467965,14.68743419
306,sum_root,3,3,3,3,3,3,6,8,9,11,15,17,15,16,2.90403544,2.9522645,3.24339678,3.23147868,3.41953523,5.23703166,7.591363931,8.27225518,9.032019302,11.29313882,12.81351891,15.22969696,16.27412098,17.86505941
309,Lateralroot,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.10350765,0.29285505,0,0.5929329,0.7271888,0.7969295,0.7432103,0.7014255,0.68085814,0.79849863,0.724502,0.724502
309,primaryroot,1,2,3,3,3,3,3,3,3,3,3,3,3,3,0,0.59948072,1.61697362,2.2608784,2.3855153,3.4679462,4.2954127,5.8280412,7.2003599,7.5759182,6.9230941,8.4630712,9.0011855,9.697078
309,sum_root,1,2,4,4,4,4,4,4,4,4,4,4,4,3,0,0.59948072,1.72048127,2.55373345,2.3855153,4.0608791,5.0226015,6.6249707,7.9435702,8.2773437,7.60395224,9.26156983,9.7256875,9.697078
315,Lateralroot,0,0,0,0,1,1,4,7,13,15,18,21,21,21,0,0,0,0,0.31018752,0.36043292,0.57810948,1.554880405,2.686110703,4.256240295,7.46,9.387413629,10.2620399,10.2620399
315,primaryroot,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3.20896526,4.0155988,4.62284016,4.39169815,7.4252716,5.24907514,6.9694944,10.1878168,11.9224262,13.2882569,14,15.0481746,14.9941473,14.9941473
315,sum_root,3,4,4,4,5,5,8,11,17,19,0,25,25,0,3.20896526,4.0155988,4.62284016,4.39169815,7.73545912,5.60950806,7.54760388,11.74269721,14.6085369,17.5444972,20.99004271,24.43558823,25.2561872,0
322,Lateralroot,0,0,0,0,0,0,0,6,6,6,6,6,6,7,0,0,0,0,0,0,0,1.38747354,3.29368166,5.73288836,8.21182539,9.81240505,12.80199445,18.39471352
322,primaryroot,2,2,3,3,3,3,3,3,3,3,3,3,3,3,0.61338448,1.27690107,3.08919228,5.73585426,7.59975924,7.934227674,10.59150699,11.60476576,11.50477317,11.73441312,11.67238114,11.32085376,11.02348305,11.06476683
322,sum_root,2,2,3,3,3,3,3,9,10,11,10,9,9,10,0.61338448,1.27690107,3.08919228,5.73585426,7.59975924,7.934227674,10.59150699,12.9922393,14.79845483,17.46730148,19.88420653,21.13325881,23.8254775,29.45948035
322,Lateralroot,0,0,0,1,1,1,1,4,6,6,12,12,12,12,0,0,0,1.5214329,2.10697,3.3790402,3.2916296,5.03132139,6.79307155,10.35738097,14.71035877,16.7998264,17.82887679,18.3653548
322,primaryroot,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6.95460455,7.0670085,6.8884137,7.14137016,10.03351685,12.0468322,12.2066669,12.3337087,12.0423463,12.60748267,12.6111747,11.96285866,11.9897474,14.3459885
322,sum_root,4,4,4,5,5,5,5,8,10,18,16,13,14,11,6.95460455,7.0670085,6.8884137,8.66280306,12.14048685,15.4258724,15.4982965,17.36503009,18.83541785,22.96486364,27.32153347,28.76268506,29.81862419,32.7113433
331,Lateralroot,0,0,0,0,5,10,11,13,14,15,18,21,26,26,0,0,0,0,1.79050961,7.17052261,13.17432782,16.50800673,22.33867602,25.86817543,30.655869,37.56897235,45.81683631,57.18413409
331,primaryroot,0,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0.7385804,4.0968066,7.843434,9.62855,13.56127985,16.2059881,18.27676664,22.36719795,23.83920513,23.38100824,24.41671607,24.77838298,24.79024773
